Date,Region,Crop,Price per kg,Rainfall (mm),Temperature (°C),Fertilizer Cost (PHP/kg),Fuel Price (PHP/liter),Pest Outbreak,Market Demand (1-10)
2025-04-01,Cagayan Valley,Corn,56.2,154.8,30.8,51.22,51.59,Yes,4
2024-10-06,Central Visayas,Garlic,73.64,226.2,33.9,33.72,69.11,Yes,2
2024-06-01,Western Visayas,Coffee,38.85,192.9,34.4,30.93,64.68,No,1
2025-02-27,Zamboanga Peninsula,Tobacco,69.84,150.3,26.7,49.52,41.17,No,3
2024-05-16,Cagayan Valley,Sugarcane,62.89,288.7,26.1,56.0,64.65,Yes,6
2024-01-08,Central Visayas,Tomato,92.54,255.0,32.8,55.91,71.71,Yes,4
2024-12-10,CALABARZON,Mango,66.39,54.1,27.2,31.25,64.5,Yes,4
2023-06-01,Western Visayas,Coconut,91.96,93.9,34.9,34.89,48.65,No,9
2025-01-15,Ilocos Region,Tomato,66.33,116.5,28.1,37.87,55.12,No,3
2023-05-19,Central Visayas,Coffee,49.95,121.6,33.3,32.2,65.06,No,1
2024-12-01,CALABARZON,Onion,61.46,285.7,27.3,43.62,62.86,Yes,6
2023-08-21,Davao Region,Corn,79.36,238.0,30.8,36.95,51.38,Yes,9
2024-12-27,Bicol Region,Rice,59.96,221.9,35.7,43.02,40.07,No,3
2023-06-22,Zamboanga Peninsula,Coconut,92.73,151.3,34.9,43.06,56.17,No,9
2023-09-13,Northern Mindanao,Onion,65.83,199.6,28.1,45.34,57.43,Yes,6
2023-06-21,Bicol Region,Banana,56.87,58.6,33.3,34.44,40.94,No,10
2023-11-12,Western Visayas,Garlic,38.48,152.7,35.9,40.06,73.95,No,6
2023-06-08,Ilocos Region,Sugarcane,43.44,55.4,26.2,31.04,70.66,No,5
2024-04-24,SOCCSKSARGEN,Banana,47.18,259.2,32.3,58.51,58.35,No,9
2024-03-06,Cagayan Valley,Tobacco,92.65,209.8,26.7,38.71,57.13,No,6
2025-04-06,Ilocos Region,Sugarcane,93.91,274.4,33.5,31.53,70.51,Yes,2
2025-03-14,Northern Mindanao,Banana,38.53,51.8,29.9,50.63,61.58,No,6
2023-07-05,Davao Region,Corn,73.75,182.5,29.8,49.82,49.47,Yes,8
2025-02-04,Western Visayas,Rice,95.5,130.1,31.3,52.6,56.24,Yes,1
2024-02-25,Central Luzon,Garlic,80.08,226.0,27.3,49.13,45.94,No,5
2023-08-25,Eastern Visayas,Sugarcane,94.41,117.3,32.6,41.87,59.73,No,8
2025-03-31,Central Luzon,Coffee,51.78,266.9,30.5,44.72,53.82,No,1
2023-08-09,Eastern Visayas,Sugarcane,43.36,58.9,31.9,30.35,53.28,No,10
2024-01-30,Central Visayas,Onion,73.53,284.0,27.2,54.02,57.45,Yes,7
2024-09-12,Ilocos Region,Tomato,86.1,296.4,34.2,38.64,54.18,Yes,3
2024-07-31,Western Visayas,Sugarcane,88.35,176.9,29.2,49.0,58.24,No,6
2023-10-18,Davao Region,Sugarcane,89.67,239.5,28.4,32.68,66.49,Yes,2
2024-03-17,Northern Mindanao,Coconut,88.1,153.3,35.9,47.9,55.11,No,2
2024-04-22,SOCCSKSARGEN,Coconut,64.22,101.8,27.3,30.41,65.24,Yes,2
2024-10-29,SOCCSKSARGEN,Tobacco,40.18,241.6,32.1,30.45,40.72,No,4
2024-02-12,Central Luzon,Garlic,89.68,136.7,31.2,47.79,59.97,No,5
2024-01-22,CALABARZON,Mango,77.78,193.4,34.2,49.1,62.0,No,1
2023-05-18,Zamboanga Peninsula,Rice,34.71,153.5,27.2,47.88,74.47,No,8
2024-09-26,Central Luzon,Onion,55.62,212.3,31.8,51.96,70.65,No,3
2024-06-10,Cagayan Valley,Sugarcane,85.95,120.3,33.4,44.09,58.81,Yes,3
2023-11-18,Zamboanga Peninsula,Rice,36.38,149.8,26.7,37.15,40.05,Yes,4
2025-02-05,Western Visayas,Coconut,78.97,204.2,30.8,53.64,54.78,No,3
2023-09-11,Central Luzon,Onion,72.23,157.6,29.2,50.42,59.46,Yes,8
2023-08-31,Northern Mindanao,Garlic,35.19,289.0,30.6,50.62,67.94,Yes,5
2024-02-16,Northern Mindanao,Coconut,59.77,68.0,28.5,33.99,51.62,No,2
2024-07-11,Central Luzon,Sugarcane,78.16,80.5,27.4,30.21,71.93,Yes,9
2024-02-01,Central Luzon,Onion,66.91,169.7,26.8,38.11,40.09,Yes,7
2024-05-15,CALABARZON,Onion,92.61,123.3,32.0,54.96,51.82,Yes,6
2025-02-04,Ilocos Region,Sugarcane,97.77,123.6,29.9,55.86,64.49,Yes,2
2024-04-12,Western Visayas,Mango,75.41,278.6,32.6,33.75,42.31,No,4
2024-01-03,Eastern Visayas,Tomato,65.66,77.5,26.5,38.82,70.18,No,2
2024-05-26,Central Visayas,Coffee,46.36,131.2,34.1,30.02,73.44,Yes,8
2023-10-07,Northern Mindanao,Coconut,99.9,271.9,28.8,43.42,70.61,No,1
2024-11-23,Zamboanga Peninsula,Mango,89.35,52.4,31.9,31.91,72.39,No,9
2025-03-20,SOCCSKSARGEN,Tobacco,56.63,205.3,30.9,31.85,72.39,No,8
2025-01-04,Cagayan Valley,Coconut,84.33,69.1,34.6,39.87,63.99,Yes,2
2024-04-08,Bicol Region,Rice,73.13,171.7,29.0,57.02,74.01,No,3
2023-06-20,Zamboanga Peninsula,Onion,36.67,146.4,30.9,39.62,47.41,No,6
2025-04-30,CALABARZON,Sugarcane,38.62,262.7,34.1,58.87,46.07,Yes,3
2023-09-13,Ilocos Region,Corn,59.8,92.0,33.8,53.47,42.74,Yes,2
2024-07-16,Ilocos Region,Sugarcane,46.41,211.3,27.4,37.24,53.13,Yes,1
2024-08-22,Zamboanga Peninsula,Corn,72.2,221.4,27.3,39.27,59.92,No,4
2024-11-23,SOCCSKSARGEN,Mango,30.64,267.6,30.9,46.0,72.57,Yes,1
2024-11-17,CALABARZON,Pineapple,58.85,106.0,33.8,46.44,44.28,Yes,1
2024-09-12,Central Visayas,Corn,41.15,84.3,32.4,40.22,68.33,No,1
2023-08-16,Zamboanga Peninsula,Onion,49.64,74.5,27.0,38.51,58.14,No,3
2024-11-26,Central Luzon,Coffee,70.22,215.3,33.6,50.59,55.8,No,8
2023-05-10,Zamboanga Peninsula,Sugarcane,76.87,230.7,30.1,40.75,40.92,Yes,2
2024-01-15,Bicol Region,Pineapple,55.98,299.0,30.3,32.19,67.61,No,6
2024-02-06,Central Visayas,Rice,81.71,255.1,27.9,46.2,74.5,No,2
2024-03-16,CALABARZON,Corn,59.35,228.4,31.9,44.17,53.74,No,8
2025-03-27,Cagayan Valley,Rice,59.29,175.5,27.9,54.4,73.61,No,1
2024-04-25,Davao Region,Mango,37.93,196.4,31.9,58.91,57.87,Yes,2
2023-12-09,CALABARZON,Sugarcane,81.1,119.8,28.1,31.13,48.8,No,6
2023-11-21,Central Visayas,Rice,96.87,297.5,32.7,48.23,50.61,No,9
2023-06-30,Eastern Visayas,Onion,50.36,189.3,28.2,30.7,71.54,Yes,9
2023-11-16,Cagayan Valley,Onion,49.25,190.2,30.7,47.91,54.85,No,3
2024-01-29,Ilocos Region,Corn,59.15,239.1,30.0,56.72,53.76,No,10
2024-08-25,Zamboanga Peninsula,Tomato,97.06,152.5,29.0,59.13,65.85,Yes,9
2025-03-08,Central Luzon,Corn,50.63,242.8,32.9,58.03,68.88,Yes,1
2024-03-18,CALABARZON,Corn,62.4,269.8,30.5,47.51,45.66,Yes,10
2024-05-12,CALABARZON,Tobacco,46.23,200.8,32.7,47.13,66.37,No,4
2025-01-02,Ilocos Region,Tomato,95.19,286.3,32.1,38.94,50.68,Yes,7
2023-12-07,Eastern Visayas,Sugarcane,85.83,141.2,33.9,57.21,62.69,Yes,2
2023-08-16,Davao Region,Coconut,60.52,261.4,35.9,32.01,42.34,No,8
2025-04-23,Western Visayas,Corn,62.79,140.4,29.8,51.33,41.42,Yes,3
2024-10-03,Ilocos Region,Tomato,50.1,251.4,26.2,54.31,70.08,No,9
2025-01-21,CALABARZON,Garlic,93.78,282.8,28.5,45.52,72.99,Yes,8
2024-05-08,Central Visayas,Coconut,85.28,206.5,27.2,36.27,56.2,No,6
2024-08-20,CALABARZON,Tomato,31.39,210.9,32.7,30.41,65.81,No,6
2023-09-04,Central Visayas,Tobacco,67.9,84.0,28.0,36.08,66.73,No,2
2024-04-26,Northern Mindanao,Coconut,76.22,118.2,35.2,40.9,65.91,No,1
2025-01-11,Davao Region,Banana,68.04,201.8,32.6,47.16,61.94,No,1
2024-10-25,Zamboanga Peninsula,Tomato,84.73,108.1,35.8,58.76,67.31,Yes,4
2024-01-31,Central Luzon,Tobacco,34.92,165.5,34.3,54.93,52.97,Yes,5
2024-12-02,Central Luzon,Corn,41.61,162.2,30.9,48.64,48.93,No,10
2023-10-25,Northern Mindanao,Tomato,77.36,184.6,27.7,44.42,54.42,No,7
2024-02-11,Central Luzon,Rice,90.23,236.7,27.7,35.93,61.44,No,6
2024-08-02,Ilocos Region,Coconut,75.86,111.7,33.8,50.85,52.28,No,1
2024-11-05,SOCCSKSARGEN,Pineapple,71.28,105.0,27.4,50.73,63.6,No,3
2023-11-14,Eastern Visayas,Banana,75.5,203.3,28.1,37.18,57.08,No,8
2025-01-26,Northern Mindanao,Banana,90.71,261.7,30.8,50.51,63.51,Yes,2
2024-12-13,Western Visayas,Coconut,51.32,157.5,28.8,30.75,68.93,Yes,8
2024-09-22,Zamboanga Peninsula,Mango,59.4,175.5,33.9,47.33,58.03,Yes,7
2024-10-02,Bicol Region,Rice,49.78,161.5,33.7,48.96,46.32,Yes,7
2024-11-23,Cagayan Valley,Banana,39.54,272.6,28.4,51.94,59.93,No,10
2024-07-07,Eastern Visayas,Sugarcane,33.69,131.0,31.9,40.0,52.44,No,9
2024-05-14,Bicol Region,Rice,77.47,176.8,30.5,33.71,54.95,No,9
2023-10-21,Davao Region,Rice,70.76,261.2,28.8,34.91,66.87,Yes,2
2025-01-12,Bicol Region,Mango,49.02,88.3,31.1,57.09,53.51,Yes,9
2025-02-26,Davao Region,Coconut,36.76,253.9,32.9,35.2,49.37,No,6
2023-08-02,Cagayan Valley,Onion,37.34,61.1,33.9,37.53,71.67,Yes,5
2024-06-02,Ilocos Region,Onion,83.48,288.8,31.9,38.82,43.92,Yes,5
2025-01-05,Eastern Visayas,Onion,43.08,112.8,31.5,57.75,56.68,No,8
2023-10-18,Central Luzon,Mango,70.64,295.5,31.3,31.95,69.84,Yes,2
2023-10-21,Eastern Visayas,Sugarcane,67.9,283.5,35.3,53.44,72.8,No,4
2024-08-24,CALABARZON,Pineapple,63.47,190.6,33.4,58.38,61.27,No,6
2024-12-22,Central Luzon,Banana,40.17,74.7,27.4,58.92,70.39,Yes,5
2025-02-26,Zamboanga Peninsula,Banana,48.24,173.4,35.7,30.22,54.48,No,7
2024-03-11,Western Visayas,Tobacco,72.05,215.1,34.2,50.93,42.35,Yes,7
2024-09-20,Northern Mindanao,Pineapple,34.24,286.5,28.4,35.58,43.34,No,4
2023-11-04,Central Luzon,Coconut,34.73,190.8,35.9,59.89,47.07,No,8
2024-11-15,CALABARZON,Pineapple,73.92,260.9,26.2,59.24,55.52,Yes,6
2024-08-28,Cagayan Valley,Tomato,60.93,172.4,26.4,44.59,70.26,Yes,10
2025-01-25,Eastern Visayas,Mango,75.32,168.2,29.9,42.44,69.9,No,5
2024-02-13,CALABARZON,Coffee,79.57,151.0,34.9,43.41,47.79,Yes,8
2024-11-27,Central Luzon,Sugarcane,55.24,170.0,27.0,36.69,58.27,No,6
2024-12-29,Bicol Region,Coconut,53.79,292.8,35.8,56.89,74.48,Yes,8
2023-06-02,Central Luzon,Corn,83.33,165.9,28.4,52.32,70.08,No,7
2024-08-11,Eastern Visayas,Sugarcane,79.37,263.8,31.8,47.84,71.48,Yes,3
2023-12-16,SOCCSKSARGEN,Coconut,91.78,160.3,27.6,59.89,54.79,No,2
2025-04-14,Central Visayas,Mango,35.47,112.3,35.8,50.13,49.77,Yes,3
2024-02-03,SOCCSKSARGEN,Tobacco,76.17,145.7,33.8,35.12,70.75,Yes,8
2024-10-05,Zamboanga Peninsula,Sugarcane,62.03,105.5,30.9,52.61,64.62,Yes,8
2023-08-19,Northern Mindanao,Coconut,47.12,126.2,34.7,51.35,40.12,No,6
2024-02-04,Zamboanga Peninsula,Tomato,83.7,282.7,29.0,36.6,54.07,No,10
2023-06-01,Northern Mindanao,Onion,56.52,278.7,28.2,34.17,72.92,Yes,2
2023-11-17,SOCCSKSARGEN,Sugarcane,95.7,180.2,34.0,54.1,69.09,No,2
2025-01-15,SOCCSKSARGEN,Tomato,58.74,251.6,30.9,44.41,66.28,Yes,5
2024-01-26,Western Visayas,Banana,71.48,136.8,28.6,44.06,67.25,Yes,6
2024-04-03,Western Visayas,Mango,79.11,192.5,26.2,51.33,58.19,No,2
2023-07-03,Davao Region,Rice,75.62,57.4,26.4,53.07,73.08,No,7
2023-12-03,Bicol Region,Coffee,96.22,140.3,32.7,48.22,51.27,Yes,7
2023-06-26,Central Luzon,Coffee,77.37,86.8,26.4,39.99,70.29,Yes,7
2024-02-10,Zamboanga Peninsula,Garlic,51.18,223.6,26.4,48.09,41.11,Yes,5
2023-12-09,SOCCSKSARGEN,Sugarcane,82.45,283.5,28.1,58.41,73.37,Yes,1
2024-01-16,Eastern Visayas,Coconut,82.03,191.5,28.9,37.01,41.56,Yes,9
2024-10-07,Eastern Visayas,Corn,81.48,183.3,30.8,59.7,58.28,No,6
2023-08-23,Davao Region,Tobacco,30.93,111.7,26.7,59.19,63.26,No,4
2024-03-25,Ilocos Region,Tomato,52.18,197.2,30.8,40.47,63.59,Yes,8
2023-09-11,Northern Mindanao,Pineapple,81.75,188.4,32.2,52.03,42.06,Yes,8
2025-05-01,CALABARZON,Corn,53.54,116.7,31.6,33.95,48.95,Yes,2
2024-06-03,Central Luzon,Tobacco,89.5,155.3,33.0,52.48,68.51,Yes,5
2023-12-18,Bicol Region,Coconut,92.59,155.0,26.7,43.84,51.51,No,2
2024-01-31,Bicol Region,Garlic,35.1,276.1,27.6,30.13,64.14,No,10
2024-06-22,Davao Region,Banana,37.59,237.4,27.8,35.39,63.92,Yes,9
2023-11-13,Bicol Region,Sugarcane,88.99,80.9,28.8,52.18,41.25,No,9
2024-11-13,Zamboanga Peninsula,Garlic,92.15,134.3,26.7,45.85,49.61,No,10
2024-03-04,Central Luzon,Mango,81.33,242.0,30.8,31.62,44.61,Yes,10
2023-07-27,CALABARZON,Mango,60.44,114.9,26.4,46.82,40.61,No,4
2025-01-04,Davao Region,Tobacco,46.06,223.8,32.8,32.49,72.58,Yes,1
2025-02-17,Western Visayas,Coconut,82.5,186.7,33.5,55.93,50.48,No,10
2024-08-05,Eastern Visayas,Coffee,38.4,114.8,29.9,40.44,61.83,Yes,4
2024-04-22,CALABARZON,Banana,47.48,234.7,30.1,34.78,57.8,Yes,6
2023-09-05,Davao Region,Mango,92.68,219.9,32.3,48.62,53.48,No,7
2024-11-06,Bicol Region,Corn,80.67,235.7,28.1,34.13,59.26,Yes,6
2024-09-23,Cagayan Valley,Onion,33.22,59.2,33.3,52.42,64.83,Yes,3
2024-07-15,Western Visayas,Rice,75.14,157.6,31.6,39.4,54.82,Yes,1
2023-06-08,Zamboanga Peninsula,Rice,48.52,204.1,27.6,49.56,63.39,Yes,5
2025-01-23,SOCCSKSARGEN,Tobacco,33.03,185.3,33.0,32.03,62.97,Yes,2
2025-03-01,Central Visayas,Garlic,81.05,147.2,35.1,58.93,73.93,Yes,7
2023-11-20,Northern Mindanao,Coffee,74.72,233.5,33.1,50.93,48.6,No,2
2024-01-27,Northern Mindanao,Mango,46.16,137.5,26.3,39.65,54.55,Yes,5
2023-11-07,Northern Mindanao,Corn,53.71,142.7,34.7,45.55,59.12,No,9
2023-08-30,Ilocos Region,Mango,58.07,216.4,32.4,33.38,45.24,Yes,2
2024-11-16,Cagayan Valley,Coffee,82.82,84.2,32.9,38.18,41.88,Yes,9
2023-05-31,CALABARZON,Mango,98.27,91.9,26.5,46.4,55.19,No,5
2024-02-18,Bicol Region,Rice,36.47,205.0,33.1,58.11,55.54,No,3
2025-02-26,Davao Region,Coconut,59.82,129.2,35.4,58.76,66.89,Yes,6
2023-11-23,Northern Mindanao,Mango,78.48,205.7,35.4,47.59,57.91,No,8
2023-10-04,Central Luzon,Coffee,90.9,165.3,31.5,33.7,53.57,Yes,4
2024-01-13,Northern Mindanao,Sugarcane,49.2,277.8,27.8,32.41,41.65,Yes,7
2024-12-19,Cagayan Valley,Garlic,43.5,256.4,31.0,40.23,49.44,No,7
2024-08-12,Northern Mindanao,Sugarcane,90.66,163.8,31.4,36.61,51.63,No,5
2025-01-05,Eastern Visayas,Banana,64.66,239.5,35.2,37.56,55.7,No,1
2024-10-08,Davao Region,Rice,78.33,78.7,26.3,56.82,46.8,No,4
2024-04-04,Cagayan Valley,Mango,43.26,196.5,28.9,43.99,69.29,No,3
2025-04-23,Zamboanga Peninsula,Banana,51.14,51.0,27.9,56.41,58.28,No,3
2025-03-18,Bicol Region,Coconut,75.78,123.7,33.6,46.24,43.5,No,6
2024-02-20,Bicol Region,Pineapple,95.87,103.6,30.4,33.69,59.75,Yes,4
2024-08-11,Cagayan Valley,Coconut,55.28,54.6,35.4,30.5,49.34,No,3
2024-02-12,Northern Mindanao,Coconut,62.04,223.5,29.0,52.2,60.98,No,7
2024-03-20,SOCCSKSARGEN,Garlic,98.99,109.7,28.5,43.37,47.06,No,8
2024-01-06,SOCCSKSARGEN,Tomato,98.3,232.4,28.8,35.24,46.16,No,3
2025-03-19,Zamboanga Peninsula,Mango,55.63,118.8,30.6,55.94,62.95,Yes,2
2024-01-31,Ilocos Region,Coconut,42.38,50.4,34.7,38.2,55.51,No,3
2025-01-19,Cagayan Valley,Garlic,82.72,91.4,26.0,56.86,56.64,No,5
2025-03-21,Cagayan Valley,Garlic,68.69,253.3,31.7,35.41,57.4,Yes,4
2024-06-11,Central Visayas,Coconut,84.51,94.9,31.3,33.32,63.13,No,5
2024-02-01,Cagayan Valley,Pineapple,41.15,235.8,32.5,58.54,56.2,Yes,6
2024-10-17,Central Luzon,Pineapple,87.81,102.0,31.4,43.68,64.02,Yes,9
2024-01-27,Zamboanga Peninsula,Sugarcane,44.64,249.8,33.3,52.94,61.38,Yes,6
2024-09-17,Ilocos Region,Coffee,98.1,178.5,29.9,39.39,44.59,Yes,5
2025-02-06,Zamboanga Peninsula,Pineapple,64.34,276.6,31.8,32.39,65.23,Yes,8
2024-06-24,SOCCSKSARGEN,Sugarcane,50.6,196.7,27.1,49.1,68.59,No,8
2023-06-13,Cagayan Valley,Banana,84.45,114.2,34.8,39.69,53.45,No,8
2023-09-16,SOCCSKSARGEN,Pineapple,61.08,125.4,33.6,34.34,49.39,No,10
2024-01-15,Central Visayas,Tomato,30.95,247.8,34.8,48.62,72.03,Yes,5
2024-04-14,Northern Mindanao,Tobacco,54.57,59.9,33.7,59.08,66.37,Yes,1
2023-11-27,SOCCSKSARGEN,Coconut,45.6,71.0,34.6,38.54,58.52,Yes,7
2023-06-24,Central Luzon,Onion,90.77,97.4,27.0,33.9,50.73,No,10
2024-04-24,CALABARZON,Onion,68.39,140.0,31.2,51.42,64.65,Yes,6
2024-01-12,SOCCSKSARGEN,Corn,91.29,79.4,30.9,50.9,42.04,Yes,4
2024-10-11,Western Visayas,Tobacco,92.98,246.4,26.9,56.05,49.41,Yes,10
2023-12-02,Central Visayas,Banana,38.17,253.6,28.3,35.9,61.98,No,10
2024-02-29,Davao Region,Pineapple,52.64,189.6,32.1,56.43,48.7,No,7
2023-05-19,Central Luzon,Sugarcane,58.35,138.2,32.2,43.1,40.27,No,9
2025-03-02,Davao Region,Banana,93.61,135.6,34.0,52.48,51.86,No,5
2024-10-10,Central Visayas,Banana,76.38,159.0,31.1,59.64,42.72,No,1
2023-09-11,CALABARZON,Tomato,65.42,123.0,35.2,40.44,46.23,No,4
2023-11-06,Central Visayas,Tomato,53.28,233.3,26.3,50.63,67.26,No,9
2024-01-07,Cagayan Valley,Mango,56.75,143.5,29.0,46.16,58.35,Yes,3
2025-01-20,CALABARZON,Sugarcane,80.52,258.4,27.1,36.66,70.72,No,10
2025-02-22,Bicol Region,Coconut,77.79,259.6,34.2,52.43,64.72,No,7
2023-10-02,Zamboanga Peninsula,Coffee,49.49,234.5,30.1,34.23,54.76,Yes,9
2024-03-12,Northern Mindanao,Pineapple,38.53,159.4,26.4,30.24,41.13,No,10
2024-03-29,Eastern Visayas,Coconut,62.66,247.9,36.0,42.48,73.68,Yes,2
2025-01-05,Western Visayas,Rice,67.63,219.9,31.7,51.99,49.54,No,2
2023-05-17,Central Visayas,Rice,97.83,99.4,31.8,41.42,43.97,No,1
2025-03-01,Davao Region,Rice,35.48,88.4,31.0,33.52,63.34,No,4
2025-03-06,Ilocos Region,Coconut,95.71,261.7,33.3,45.31,53.29,No,2
2024-09-13,Central Luzon,Coffee,67.58,77.5,26.1,38.5,48.25,Yes,2
2024-07-02,Ilocos Region,Coconut,34.18,145.6,32.9,32.16,69.45,Yes,5
2025-01-27,Central Visayas,Corn,77.79,142.9,27.0,43.4,44.09,Yes,4
2024-02-12,Central Visayas,Corn,38.99,88.9,34.8,39.32,59.81,No,7
2024-02-20,Central Visayas,Pineapple,60.76,144.9,29.8,42.53,60.32,No,1
2024-10-13,CALABARZON,Pineapple,55.57,259.3,32.0,47.92,41.98,No,1
2023-08-06,SOCCSKSARGEN,Tobacco,91.49,123.2,33.9,40.86,61.29,Yes,10
2024-05-01,Davao Region,Rice,60.33,93.8,35.9,54.02,70.38,Yes,10
2024-10-19,Eastern Visayas,Tobacco,38.88,248.6,27.7,41.48,66.47,Yes,1
2024-02-10,Eastern Visayas,Tomato,68.48,76.3,28.8,34.3,69.83,No,1
2025-03-11,Zamboanga Peninsula,Corn,53.28,84.6,30.4,30.46,65.39,Yes,8
2024-06-25,Western Visayas,Mango,59.14,130.0,35.4,58.69,63.95,No,1
2024-11-16,Bicol Region,Coffee,40.89,121.0,35.5,39.75,73.72,No,2
2025-03-06,Western Visayas,Sugarcane,53.24,177.8,31.1,31.67,72.7,No,9
2025-05-03,Western Visayas,Mango,77.16,141.4,26.7,40.96,70.36,No,5
2024-12-20,Western Visayas,Onion,66.28,289.1,30.6,56.92,44.27,No,4
2024-08-07,Central Luzon,Garlic,81.17,232.1,35.3,42.41,74.22,Yes,1
2024-02-17,Bicol Region,Garlic,98.35,167.2,35.0,47.38,42.11,Yes,4
2023-09-14,Ilocos Region,Tomato,79.91,85.2,29.4,48.63,44.38,Yes,4
2023-09-09,Central Luzon,Coconut,87.53,188.6,35.0,44.85,46.82,No,6
2023-11-20,Central Luzon,Onion,78.29,188.4,32.8,35.84,70.42,No,5
2023-10-29,Cagayan Valley,Pineapple,45.38,68.5,29.6,47.77,63.5,No,4
2023-05-31,Western Visayas,Pineapple,93.58,95.0,31.2,43.14,70.2,Yes,2
2025-04-19,Eastern Visayas,Banana,38.27,223.3,30.5,51.91,45.24,No,7
2023-11-05,Northern Mindanao,Onion,95.59,276.8,32.7,41.88,62.06,No,9
2024-09-28,Central Luzon,Corn,68.9,112.8,29.2,50.84,44.76,Yes,9
2024-12-30,Central Visayas,Pineapple,88.09,71.1,31.2,31.69,68.59,No,9
2023-12-05,Central Visayas,Onion,72.16,255.9,28.4,36.98,63.19,Yes,7
2024-09-20,SOCCSKSARGEN,Garlic,62.36,277.7,27.5,52.08,55.2,No,7
2023-09-11,Western Visayas,Tomato,52.3,265.5,36.0,59.26,49.16,Yes,1
2024-09-04,Zamboanga Peninsula,Pineapple,88.29,220.0,29.6,40.93,60.6,No,2
2024-07-02,Ilocos Region,Garlic,54.55,169.4,27.4,38.64,58.71,Yes,8
2025-01-30,Bicol Region,Tobacco,58.63,113.8,31.2,52.63,40.04,No,5
2024-06-09,Western Visayas,Mango,83.49,253.3,34.9,53.2,41.49,Yes,3
2025-04-04,Central Luzon,Garlic,94.06,181.8,35.3,31.6,61.65,Yes,5
2024-01-01,Central Luzon,Rice,91.88,299.0,27.2,41.02,59.06,No,4
2024-08-13,SOCCSKSARGEN,Garlic,61.16,126.5,34.9,31.8,51.86,No,2
2024-03-01,Davao Region,Corn,32.74,277.0,33.2,41.78,51.53,Yes,2
2024-08-08,Eastern Visayas,Garlic,58.52,88.2,30.4,38.02,53.84,No,5
2024-09-19,SOCCSKSARGEN,Banana,40.67,271.8,27.3,59.17,52.14,No,10
2023-09-21,Eastern Visayas,Banana,70.16,169.2,32.5,39.46,64.37,No,5
2025-03-01,Eastern Visayas,Onion,66.2,116.4,33.8,33.66,43.62,Yes,3
2023-09-13,SOCCSKSARGEN,Coffee,81.61,71.1,34.5,50.35,44.76,No,9
2024-06-06,SOCCSKSARGEN,Coffee,63.26,132.9,31.7,51.81,43.6,No,5
2023-12-07,SOCCSKSARGEN,Garlic,42.55,141.8,26.6,50.98,48.4,No,5
2023-10-29,CALABARZON,Rice,55.3,299.9,31.2,50.87,55.74,Yes,9
2024-11-01,Western Visayas,Onion,30.97,128.9,33.9,41.7,61.76,Yes,4
2023-08-11,SOCCSKSARGEN,Pineapple,59.12,275.5,32.2,31.46,42.92,No,4
2024-02-12,Central Visayas,Coconut,79.51,176.8,26.4,59.54,40.51,No,4
2024-03-11,SOCCSKSARGEN,Sugarcane,87.47,246.7,30.2,42.05,65.98,Yes,2
2025-01-05,Zamboanga Peninsula,Sugarcane,64.06,268.7,35.6,57.89,56.76,No,8
2024-03-06,Central Visayas,Garlic,81.71,265.1,26.7,48.31,44.7,No,3
2025-04-23,Cagayan Valley,Pineapple,94.12,77.3,35.4,30.8,48.48,No,6
2023-08-15,Western Visayas,Coconut,96.07,203.7,31.0,32.03,72.88,No,8
2023-06-06,Bicol Region,Banana,72.36,53.6,32.8,35.75,68.07,No,10
2025-02-25,Davao Region,Corn,76.89,274.6,30.2,55.13,55.66,No,3
2025-01-06,Bicol Region,Garlic,35.8,162.1,34.7,52.13,67.51,Yes,8
2023-07-10,Ilocos Region,Tomato,34.73,55.5,33.6,54.35,69.79,Yes,8
2023-06-13,Zamboanga Peninsula,Sugarcane,82.53,218.0,32.9,32.86,49.14,No,6
2023-06-06,Bicol Region,Banana,35.26,72.9,32.2,35.08,52.11,No,10
2024-05-27,Ilocos Region,Mango,94.49,81.4,30.8,30.51,56.55,Yes,4
2023-11-04,CALABARZON,Rice,84.44,292.0,32.8,56.23,61.89,No,4
2023-12-06,Zamboanga Peninsula,Garlic,36.83,232.6,30.8,59.31,51.08,Yes,9
2024-04-12,SOCCSKSARGEN,Garlic,88.5,115.2,35.5,57.14,62.17,Yes,2
2024-11-04,Central Visayas,Mango,43.16,115.7,29.6,57.68,51.15,Yes,10
2023-09-17,Bicol Region,Mango,74.59,215.8,26.4,45.55,48.96,No,2
2024-10-27,Central Visayas,Sugarcane,34.67,178.9,32.3,58.68,69.55,No,1
2024-01-28,Cagayan Valley,Coconut,67.49,204.0,26.1,40.29,61.55,Yes,8
2023-08-12,Bicol Region,Sugarcane,46.93,141.8,28.9,43.18,72.63,No,3
2024-10-22,CALABARZON,Garlic,81.29,274.0,26.4,46.74,64.45,Yes,1
2025-04-29,Central Visayas,Tomato,90.02,165.9,28.5,57.15,70.86,No,2
2025-02-09,Central Visayas,Corn,94.85,280.7,26.7,58.55,62.2,Yes,5
2024-12-10,CALABARZON,Sugarcane,55.98,250.4,26.2,57.93,45.62,Yes,4
2025-02-28,Eastern Visayas,Corn,49.08,203.4,33.8,52.6,49.55,Yes,3
2025-01-01,Cagayan Valley,Coconut,31.03,171.5,30.4,32.37,74.47,No,3
2025-01-20,Ilocos Region,Mango,88.77,114.1,27.7,58.46,68.83,No,6
